1|1
2|120
3|1
4|155
5|1
6|1
7|1
8|1
9|1
10|133
11|1
12|117
13|1
14|138
15|1
16|201
17|1
18|1824
19|19
20|125
21|1
22|201
23|1
24|147
25|1
26|106
27|1
28|138
29|1
30|86
31|1
32|1499
33|1335
34|1
35|1
36|1
37|1
38|1
39|1
40|1
41|1
42|1
43|1
44|1
45|1
46|1
47|1
48|1
49|1
50|1
51|1
52|92
53|1
54|211
55|1
56|104
57|1
58|147
59|1
60|69
61|1
62|22
63|1
64|50
65|1
66|1
67|1
68|1
69|1
70|1
71|1
72|1
73|1
74|1
75|1
76|1
77|1
78|1
79|1
80|1
81|1
82|1
83|1
84|1
85|1
86|1
87|1
88|1
89|1
90|1
91|1
92|1
93|1
94|1
95|1
96|1
97|1
98|1
99|1
100|83
101|1
102|86
103|1
104|129
105|1
106|226
107|1
108|216
109|1
110|166
111|1
112|1216
113|509
114|48
115|1
116|165
117|1
118|174
119|1
120|2
121|1
122|1
123|1
124|1
125|1
126|1
127|1
128|1
129|5
130|1
131|1
132|1
133|1
134|1
135|1
136|1
137|1
138|1
139|1
140|1
141|1
142|1
143|1
144|1
145|1
146|1
147|1
148|1
149|1
150|1
151|1
152|1
153|1
154|1
155|1
156|1
157|1
158|1
159|1
160|1
161|1
162|150
163|1
164|137
165|1
166|122
167|1
168|76
169|1
170|56
171|1
172|99
173|1
174|160
175|1
176|109
177|1
178|186
179|1
180|81
181|1
182|49
183|1
184|195
185|1
186|55
187|1
188|247
189|1
190|72
191|1
192|227
193|1
194|1
195|1
196|1
197|1
198|97
199|1
200|172
201|1
202|1730
203|1395
204|740
205|362
206|1445
207|1718
208|1
209|1
210|1
211|1
212|1
213|1
214|1
215|1
216|1
217|1
218|61
219|1
220|49
221|1
222|118
223|1
224|250
225|1
226|848
227|522
228|23
229|309
230|87
231|1
232|1
233|1
234|1
235|1
236|1
237|1
238|1
239|1
240|1
241|1
242|309
243|105
244|1196
245|996
246|62
247|1
248|206
249|1
250|1
251|1
252|47
253|1
254|1
255|1
256|19
257|1
258|1
259|1
260|39
261|1
262|1
263|49
264|105
265|1
266|1
267|1
268|1
269|1
270|1
271|1
272|1
273|1
274|1047
275|42
276|81
277|784
278|497
279|819
280|43
281|1
282|125
283|1
284|45
285|1
286|16
287|1
288|1
289|1
290|1
291|1
292|1
293|1
294|1
295|1
296|1
297|1
298|30
299|1
300|101
301|1
302|1
303|1
304|1
305|1
306|9
307|1
308|55
309|1
310|1
311|1
312|1
313|1
314|1
315|1
316|1
317|1
318|59
319|25
320|19
321|1
322|1
323|2
324|13
325|5
326|84
327|1
328|1
329|1
330|1
331|1
332|103
333|1
334|3
335|6
336|243
337|1
338|1
339|1
340|1
341|50
342|1
343|1
344|1
345|4
346|1
347|1
348|1
349|1
350|258
351|139
352|1
353|1
354|1
355|1
356|1
357|1
358|38
359|1
360|64
361|1
362|1491
363|434
364|216
365|1471
366|577
367|1104
368|1
369|1
370|1
371|1
372|1
373|1
374|1
375|1
376|139
377|1
378|120
379|1
380|165
381|1
382|15
383|1
384|1014
385|588
386|2179
387|1382
388|1429
389|387
390|430
391|360
392|1
393|14
394|287
395|751
396|1579
397|502
398|1
399|6
400|23
401|60
402|22
403|6
404|1
405|3
406|1
407|28
408|802
409|999
410|1
411|1
412|193
413|1
414|97
415|1
416|32
417|1
418|77
419|1
420|37
421|1
422|113
423|1
424|73
425|1
426|22
427|1
428|44
429|1
430|29
431|1
432|54
433|1
434|167
435|1
436|38
437|1
438|59
439|1
440|1
441|1
442|159
443|1
444|72
445|1
446|1
447|1
448|1
449|1
450|57
451|29
452|1
453|1
454|23
455|1
456|14
457|1
458|53
459|1
460|53
461|1
462|1
463|100
464|16
465|114
466|69
467|67
468|14
469|49
470|113
471|38
472|96
473|42
474|43
475|61
476|1
477|4
478|1
479|7
480|1
481|64
482|41
483|1
484|54
485|1
486|58
487|1
488|1
489|1
490|1
491|1
492|1
493|1
494|1
495|1
496|1
497|1
498|1
499|1
500|1
501|1
502|1
503|1
504|1
505|1
506|1
507|1
508|1
509|1
510|140
511|1
512|170
513|1
514|162
515|1
516|188
517|1
518|201
519|1
520|71
521|1
522|71
523|1
524|1
525|1
526|2
527|1
528|1562
529|866
530|257
531|171
532|441
533|136
534|174
535|1337
536|139
537|575
538|142
539|96
540|86
541|1236
542|53
543|81
544|10
545|11
546|41
547|12
548|111
549|1
550|49
551|1
552|56
553|1
554|55
555|1
556|26
557|1
558|10
559|1
560|45
561|1
562|55
563|1
564|30
565|1
566|42
567|1
568|21
569|1
570|21
571|1
572|640
573|339
574|622
575|1902
576|1
577|1
578|177
579|1
580|182
581|1
582|1
583|1
584|1
585|1
586|1
587|1
588|2
589|1
590|1
591|1
592|329
593|2204
594|1
595|1
596|1
597|1
598|1
599|1
600|1
601|1
602|2
603|1
604|1
605|2
606|88
607|1
608|1
609|53
610|1
611|1
612|80
613|1
614|1
615|1
616|1
617|1
618|1
619|1
620|69
621|1
622|40
623|1
624|1
625|1
626|82
627|1
628|65
629|1
630|56
631|1
632|50
633|1
634|48
635|1
636|26
637|1
638|108
639|1
640|36
641|1
642|32
643|1
644|45
645|1
646|72
647|1
648|50
649|1
650|9
651|1
652|77
653|1
654|172
655|1
656|1
657|1
658|1
659|1
660|1
661|1
662|1
663|1
664|63
665|1
666|60
667|1
668|34
669|1
670|91
671|1
672|1571
673|1787
674|1
675|1
676|1
677|1
678|132
679|51
680|153
681|1
682|67
683|1
684|49
685|1
686|27
687|1
688|1
689|1
690|1
691|1
692|479
693|1702
694|1
695|1
696|194
697|1
698|1299
699|394
700|244
701|552
702|199
703|1216
704|172
705|642
706|135
707|1033
708|191
709|1373
710|427
711|714
712|2088
713|1331
714|1342
715|20
716|742
717|630
718|1049
719|556
720|151
721|1118
722|54
723|49
724|1
725|1
726|1
727|1
728|66
729|1
730|1
731|1
732|1107
733|2541
734|27
735|10
736|1546
737|1750
738|2057
739|1142
740|55
741|1
742|45
743|1
744|19
745|1
746|71
747|1
748|58
749|1
750|717
751|646
752|1
753|3
754|1
755|1
756|1
757|67
758|8
759|1
760|216
761|312
762|1
763|11
764|402
765|756
766|218
767|778
768|3008
769|879
770|1
771|1
772|1
773|1
774|46
775|1
776|44
777|1
778|1595
779|1144
780|79
781|1
782|1
783|1
784|1
785|57
786|46
787|1
788|1
789|1
790|21
791|3
792|2606
793|451
794|1
795|1
796|1
797|1
798|1
799|1
800|1
801|6
802|54
803|27
804|27
805|28
806|70
807|1
808|48
809|44
810|1
811|1
812|1
813|7
814|690
815|223
816|9
817|1
818|31
819|1
820|1297
821|234
822|1
823|1
824|43
825|19
826|1
827|93
828|1
829|43
830|331
831|999
832|29
833|1
834|1312
835|1080
836|1565
837|1532
838|538
839|1697
840|309
841|98
842|1311
843|785
844|134
845|48
846|100
847|1
848|869
849|364
850|103
851|1
852|1
853|1
854|28
855|1
856|100
857|1
858|59
859|1
860|24
861|1
862|20
863|1
864|1
865|1
866|30
867|1
868|743
869|229
870|572
871|1145
872|1
873|1
874|927
875|1618
876|750
877|1111
878|1764
879|311
880|99
881|1
882|687
883|686
884|239
885|1
886|146
887|1
888|166
889|1
890|1
891|1
892|1
893|1
894|1
895|1
896|1
897|1
898|190
899|620
900|1083
901|1127
902|1
903|1
904|48
905|59
906|1
907|1
908|91
909|6
910|40
911|56
912|67
913|78
914|1
915|1
916|1
917|1
918|1
919|1
920|1
921|1
922|45
923|47
924|1
925|1
926|56
927|1
928|27
929|7
930|1210
931|541
932|261
933|401
934|1148
935|1691
936|496
937|900
938|1344
939|1312
940|797
941|654
942|1
943|1076
944|165
945|1
946|892
947|703
948|17
949|8
950|846
951|1048
952|1
953|3
954|71
955|1
956|283
957|1973
958|83
959|1117
960|829
961|1296
962|1
963|1
964|385
965|1048
966|1594
967|189
968|768
969|2048
970|1
971|37
972|69
973|1
974|55
975|1
976|22
977|21
978|1
979|1
980|676
981|1530
982|2
983|1
984|459
985|1986
986|44
987|1
988|53
989|1
990|1
991|54
992|45
993|1
994|85
995|1
996|69
997|1
998|1
999|1
1000|1091
1001|1149
1002|1
1003|1
1004|60
1005|1
1006|5
1007|6
1008|843
1009|1280
1010|498
1011|687
1012|85
1013|644
1014|1209
1015|355
1016|1819
1017|730
1018|189
1019|333
1020|42
1021|66
1022|1
1023|1
1024|1
1025|86
1026|1
1027|1
1028|1
1029|1
1030|1
1031|1
1032|1
1033|1
1034|2
1035|1
1036|188
1037|339
1038|143
1039|1
1040|55
1041|1
1042|37
1043|1
1044|75
1045|82
1046|138
1047|1
1048|5
1049|1
1050|1
1051|1
1052|49
1053|1
1054|609
1055|231
1056|300
1057|990
1058|1142
1059|5
1060|737
1061|429
1062|61
1063|219
1064|1079
1065|204
1066|1516
1067|1745
1068|826
1069|331
1070|158
1071|1710
1072|102
1073|2211
1074|175
1075|513
1076|300
1077|725
1078|197
1079|1738
1080|182
1081|852
1082|479
1083|1305
1084|394
1085|42
1086|397
1087|182
1088|270
1089|1116
1090|862
1091|732
1092|258
1093|1154
1094|726
1095|420
1096|1542
1097|1490
1098|1242
1099|1334
1100|14
1101|1
1102|25
1103|1
1104|43
1105|1
1106|61
1107|1
1108|66
1109|1
1110|84
1111|1
1112|57
1113|1
1114|1
1115|1
1116|1
1117|1
1118|1
1119|1
1120|1
1121|1
1122|1
1123|1
1124|1
1125|1
1126|1
1127|1
1128|1
1129|69
1130|42
1131|1
1132|199
1133|1
1134|177
1135|1
1136|209
1137|805
1138|191
1139|1
1140|1
1141|1
1142|1
1143|1
1144|1
1145|1
1146|1
1147|1
1148|28
1149|1
1150|1092
1151|2053
1152|441
1153|669
1154|24
1155|1
1156|54
1157|1
1158|46
1159|1
1160|42
1161|1
1162|1
1163|1
1164|1
1165|53
1166|71
1167|2
1168|1
1169|1
1170|1
1171|7
1172|1
1173|1
1174|81
1175|1
1176|8914
1177|1040
1178|224
1179|960
1180|438
1181|211
1182|1
1183|1
1184|1
1185|2
1186|4
1187|1
1188|1
1189|1
1190|1798
1191|1010
1192|1
1193|1
1194|39
1195|1
1196|18
1197|1
1198|92
1199|1
1200|96
1201|1
1202|66
1203|1
1204|1097
1205|1408
1206|2152
1207|1293
1208|1
1209|1
1210|110
1211|1331
1212|247
1213|1856
1214|2098
1215|907
1216|1
1217|37
1218|57
1219|77
1220|1
1221|1
1222|237
1223|1
1224|1070
1225|454
1226|1
1227|1
1228|1361
1229|320
1230|1
1231|1
1232|711
1233|1597
1234|1233
1235|142
1236|12
1237|1
1238|34
1239|1
1240|75
1241|1549
1242|664
1243|1540
1244|280
1245|1121
1246|101
1247|53
1248|172
1249|762
1250|18
1251|57
1252|1841
1253|1765
1254|959
1255|1473
1256|40
1257|1
1258|46
1259|57
1260|47
1261|64
1262|5
1263|4
1264|98
1265|51
1266|1
1267|31
1268|59
1269|95
1270|65
1271|52
1272|270
1273|1456
1274|331
1275|1048
1276|1233
1277|1692
1278|184
1279|303
1280|821
1281|855
1282|457
1283|694
1284|214
1285|980
1286|127
1287|2084
1288|1693
1289|423
1290|1651
1291|853
1292|1298
1293|1505
1294|595
1295|631
1296|427
1297|832
1298|22
1299|1
1300|9
1301|5
1302|1
1303|36
1304|104
1305|1
1306|176
1307|1
1308|78
1309|1
1310|45
1311|41
1312|1
1313|1
1314|1
1315|1
1316|1
1317|1
1318|1
1319|1
1320|2277
1321|1207
1322|119
1323|1
1324|231
1325|1
1326|40
1327|1
1328|62
1329|1
1330|1
1331|1
1332|1
1333|1
1334|1
1335|7
1336|336
1337|1138
1338|1
1339|1
1340|1
1341|1
1342|1
1343|1
1344|111
1345|7
1346|30
1347|5
1348|89
1349|2
1350|17
1351|47
1352|112
1353|30
1354|513
1355|329
1356|33
1357|1
1358|82
1359|1
1360|876
1361|1490
1362|34
1363|1
1364|1171
1365|209
1366|302
1367|622
1368|1
1369|1
1370|28
1371|1
1372|29
1373|1
1374|1
1375|1
1376|73
1377|1
1378|1336
1379|952
1380|1
1381|1
1382|1
1383|1
1384|1
1385|1
1386|1
1387|1
1388|1
1389|1
1390|14
1391|94
1392|1
1393|1
1394|764
1395|1616
1396|1530
1397|1616
1398|250
